question,option,is_correct,source
"While ecosystems need a constant input of energy for their organisms, what do ecosystems recycle?",energy,False,llama_distractor1
"While ecosystems need a constant input of energy for their organisms, what do ecosystems recycle?",nutrients,False,llama_distractor2
"While ecosystems need a constant input of energy for their organisms, what do ecosystems recycle?",organisms,False,llama_distractor3
Most mercury compounds decompose when they are?,heated,True,correct_answer
Most mercury compounds decompose when they are?,abraded,False,llama_distractor1
Most mercury compounds decompose when they are?,cooled,False,llama_distractor2
Most mercury compounds decompose when they are?,purified,False,llama_distractor3
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and what?",nurture,True,correct_answer
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and what?",nature,False,llama_distractor1
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and what?",gensis,False,llama_distractor2
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and what?",environment,False,llama_distractor3
The first two electrons in lithium fill the 1s orbital and have the same sets of four what as the two electrons in helium?,quantum numbers,True,correct_answer
The first two electrons in lithium fill the 1s orbital and have the same sets of four what as the two electrons in helium?,1s2,False,llama_distractor1
The first two electrons in lithium fill the 1s orbital and have the same sets of four what as the two electrons in helium?,1s2p,False,llama_distractor2
The first two electrons in lithium fill the 1s orbital and have the same sets of four what as the two electrons in helium?,1s2d,False,llama_distractor3
What is the term for something changing from water to ice?,freezing,True,correct_answer
What is the term for something changing from water to ice?,thawing,False,llama_distractor1
What is the term for something changing from water to ice?,boiling,False,llama_distractor2
What is the term for something changing from water to ice?,melting,False,llama_distractor3
What is an individual with more than the correct number of chromosome sets called?,polyploid,True,correct_answer
What is an individual with more than the correct number of chromosome sets called?,registering,False,llama_distractor1
What is an individual with more than the correct number of chromosome sets called?,switches,False,llama_distractor2
What is an individual with more than the correct number of chromosome sets called?,inverted,False,llama_distractor3
Most of the fresh water on earth is tied up in a solid form. what are they called?,glaciers,True,correct_answer
Most of the fresh water on earth is tied up in a solid form. what are they called?,lakes,False,llama_distractor1
Most of the fresh water on earth is tied up in a solid form. what are they called?,rivers,False,llama_distractor2
Most of the fresh water on earth is tied up in a solid form. what are they called?,underground aquifers,False,llama_distractor3
Hertz proved that what type of waves travel at the speed of light?,electromagnetic,True,correct_answer
Hertz proved that what type of waves travel at the speed of light?,sound waves,False,llama_distractor1
Hertz proved that what type of waves travel at the speed of light?,water waves,False,llama_distractor2
Hertz proved that what type of waves travel at the speed of light?,light waves,False,llama_distractor3
"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",blood type,True,correct_answer
"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",red blood cell count,False,llama_distractor1
"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",blood type antigens,False,llama_distractor2
"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",blood protein antigens,False,llama_distractor3
Where do extrusive igneous rocks cool at?,surface,True,correct_answer
Where do extrusive igneous rocks cool at?,underground,False,llama_distractor1
Where do extrusive igneous rocks cool at?,inside the earths mantle,False,llama_distractor2
Where do extrusive igneous rocks cool at?,deep beneath the ocean,False,llama_distractor3
