question,option,is_correct,source
What occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic?,ocean vaporization,False,original_distractor1
What occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic?,acid rain,False,original_distractor2
What occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic?,desalinization,False,original_distractor3
What kind of muscle is the heart mainly composed of?,cardiac muscle,True,correct_answer
What kind of muscle is the heart mainly composed of?,respiratory muscle,False,original_distractor1
What kind of muscle is the heart mainly composed of?,idealized muscle,False,original_distractor2
What kind of muscle is the heart mainly composed of?,nerve muscle,False,original_distractor3
What branch of science explains much of what you observe and do in your daily life?,physical science,True,correct_answer
What branch of science explains much of what you observe and do in your daily life?,temperature science,False,original_distractor1
What branch of science explains much of what you observe and do in your daily life?,psychology,False,original_distractor2
What branch of science explains much of what you observe and do in your daily life?,astronomy,False,original_distractor3
"When present in large volumes, what color hue can water emit?",blue,True,correct_answer
"When present in large volumes, what color hue can water emit?",white,False,original_distractor1
"When present in large volumes, what color hue can water emit?",pink,False,original_distractor2
"When present in large volumes, what color hue can water emit?",yellow,False,original_distractor3
What prevents new ovarian follicles from developing and suppresses uterine contractility?,progesterone,True,correct_answer
What prevents new ovarian follicles from developing and suppresses uterine contractility?,germination,False,original_distractor1
What prevents new ovarian follicles from developing and suppresses uterine contractility?,glucose,False,original_distractor2
What prevents new ovarian follicles from developing and suppresses uterine contractility?,estrogen,False,original_distractor3
What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,nuclear,True,correct_answer
What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,dense bombs,False,original_distractor1
What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,dirty bombs,False,original_distractor2
What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,TNT,False,original_distractor3
"The majority of elements, including iron and copper, are of what type?",metals,True,correct_answer
